org,name,language,license,version,has_codemeta,has_citation,has_zenodo
qclib,qclib,Jupyter Notebook,Apache-2.0,NA,FALSE,FALSE,FALSE
cwida,duckdb-pgq,C++,MIT,v0.2.1,FALSE,FALSE,FALSE
IMAGO-Catalogues-Jjanes,TEIcatalogs,CSS,NA,1.0,FALSE,FALSE,FALSE
Buuuuli,AIPI530,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
inab,WfExS-backend,Python,Apache-2.0,0.4.13,FALSE,FALSE,FALSE
aiunderstand,MixedRadixConversion,SourcePawn,GPL-3.0,NA,FALSE,FALSE,FALSE
jspaaks,test234234,NA,NA,NA,FALSE,FALSE,FALSE
KoyoteScience,fret-ferret-paper,TeX,NA,v1.0.0,FALSE,FALSE,FALSE
nikopech,lineagespot,R,MIT,NA,FALSE,FALSE,FALSE
aphalo,ooacquire,HTML,NA,v0.2.1,FALSE,FALSE,FALSE
ready4-dev,aqol6dmap_fakes,HTML,GPL-3.0,v0.0.9.0,FALSE,FALSE,FALSE
fmi-basel,LSTree,Python,MIT,v0.1,FALSE,FALSE,FALSE
IMMM-SFA,msd_uncertainty_ebook,Jupyter Notebook,NA,2022-03-11v73,FALSE,FALSE,FALSE
ygalanak,UKpostcodes,R,MIT,v1.0.0,FALSE,FALSE,FALSE
ONSAS,ONSAS.m,MATLAB,GPL-3.0,v0.2.6,FALSE,FALSE,FALSE
neuralhydrology,neuralhydrology,Python,BSD-3-Clause,v.1.2.4,FALSE,FALSE,FALSE
mmore500,hereditary-stratigraph-concept,TeX,NA,v0.1.0,FALSE,FALSE,FALSE
WarwickCDI,workshop-introductory-social-media-analysis-R,TeX,MIT,v1,FALSE,FALSE,FALSE
john-wigg,pan-ExM-vis,JavaScript,GPL-3.0,1.0.0,FALSE,FALSE,FALSE
puzzlef,multiply-cuda-adjust-launch,C++,MIT,1.0.0,FALSE,FALSE,FALSE
icecube,nuflux,Python,LGPL-3.0,v2.0.3,FALSE,FALSE,FALSE
facebookresearch,nle,C,NA,v0.8.1,FALSE,FALSE,FALSE
NLeSC,teamwork-for-research-software-development,HTML,NA,v0.1.1,FALSE,FALSE,FALSE
HighCWu,SimpleRegion,Python,MIT,v1.0.0,FALSE,FALSE,FALSE
Wangyiqi,Scale_balance_2Ddetection,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
ICEI-PUC-Minas-PPLES-TI,plf-es-2021-1-ti3-6653100-agendamento-de-consultas-medicas,JavaScript,NA,NA,FALSE,FALSE,FALSE
NorthernWidget,DS3231_Logger,C++,GPL-3.0,v1.0.0,FALSE,FALSE,FALSE
KDSource,KDSource,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
daniellekurtin,NLP_MiniHack,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
krlennon,mastercurves,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
eeveetza,p452,MATLAB,NA,v16.3,FALSE,FALSE,FALSE
AlekseySmirnovEmpire,MyHomeWorks,C,NA,NA,FALSE,FALSE,FALSE
jaekyunahn,tensorflow,C++,NA,NA,FALSE,FALSE,FALSE
Hyonchori,ai_surveillance,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
uwhackweek,jupyterbook-template,HTML,MIT,2022.01.26,FALSE,FALSE,FALSE
ICEI-PUC-Minas-PPLES-TI,PLF-ES-2021-2-TI1-7946100-site-fake-de-roubo-de-dados,JavaScript,CC-BY-4.0,NA,FALSE,FALSE,FALSE
ci-for-research,self-hosted-runners,Shell,Apache-2.0,v0.1.0,FALSE,FALSE,TRUE
NotRaining,mmdetection,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
DragaDoncila,example-plugin,Python,BSD-3-Clause,v0.0.7,FALSE,FALSE,FALSE
FAMILIAR-project,familiar-language,Java,NA,ESE-evaluation,FALSE,FALSE,FALSE
abelsiqueira,jill,Shell,NA,v0.4.0,FALSE,FALSE,TRUE
IkonOne,tpmsModeller,Python,NA,v1.0.1,FALSE,FALSE,FALSE
QIB-Sheffield,dbdicom,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
FreEM-corpora,FreEMnorm,Python,NA,1.0.0,FALSE,FALSE,FALSE
alx-yulax,322_FilmsData,C++,NA,NA,FALSE,FALSE,FALSE
spawaskar-cora,cora-docs,HTML,MIT,v2.1.0,FALSE,FALSE,TRUE
zoometh,rockart,HTML,NA,NA,FALSE,FALSE,FALSE
garandel,MF_only_debug,Python,NA,NA,FALSE,FALSE,FALSE
meihuisu,cvmhsgbn,C,BSD-3-Clause,NA,FALSE,FALSE,FALSE
Jonas-Ste,GAD_MBA_FC,R,NA,NA,FALSE,FALSE,FALSE
chriswaudby,NMRTools.jl,Julia,MIT,NA,FALSE,FALSE,FALSE
dieghernan,igoR,R,GPL-3.0,v0.1.3,TRUE,FALSE,FALSE
joseph-curtis,acme-ims,HTML,ECL-2.0,NA,FALSE,FALSE,FALSE
BackmanLab,PWSpy,Python,GPL-3.0,1.0.0,TRUE,FALSE,FALSE
OpenStemmata,database,HTML,CC-BY-SA-4.0,NA,FALSE,FALSE,FALSE
ICEI-PUC-Minas-PPLES-TI,plf-es-2021-1-ti3-6654100-teoremaprepara,JavaScript,CC-BY-4.0,NA,FALSE,FALSE,FALSE
Toloka,CrowdSpeech,Python,NA,NA,FALSE,FALSE,FALSE
kaliprescott,CSUMB_ARI-VOC-processing-code,R,NA,NA,FALSE,FALSE,FALSE
foreswearer,gist_music,Python,NA,NA,FALSE,FALSE,FALSE
ICEI-PUC-Minas-PPLES-TI,plf-es-2021-1-ti1-7946100-01-pratica-em-conversacao,NA,CC-BY-4.0,NA,FALSE,FALSE,FALSE
Joel-mq,comp3100,Java,NA,NA,FALSE,FALSE,FALSE
keonlee9420,DiffGAN-TTS,Python,MIT,v0.1.1,FALSE,FALSE,FALSE
ISML-UWA,BioPARR,C++,NA,v1.0.0,FALSE,FALSE,FALSE
molbiodiv,bcgTree,Perl,MIT,v1.2.0,FALSE,FALSE,FALSE
DBHammer,dbhammer.github.io,HTML,NA,NA,FALSE,FALSE,FALSE
microsoft,nni,Python,MIT,v2.6.1,FALSE,FALSE,FALSE
Olethrus,WJS-Manuls,HTML,NA,NA,FALSE,FALSE,FALSE
iowaguy,pcn-simulator,Java,NA,NA,FALSE,FALSE,FALSE
replab,web,MATLAB,MPL-2.0,NA,FALSE,FALSE,FALSE
PetrKryslUCSD,FinEtools.jl,Julia,MIT,v5.3.9,FALSE,FALSE,FALSE
frgfm,torch-cam,Python,Apache-2.0,v0.3.1,FALSE,FALSE,FALSE
siara-cc,Unishox2,C,Apache-2.0,1.0.2,TRUE,FALSE,FALSE
lululxvi,deepxde,Python,LGPL-2.1,v1.1.3,FALSE,FALSE,FALSE
ready4-dev,ttu_mdl_ctlg,Lua,GPL-3.0,v0.0.9.5,FALSE,FALSE,FALSE
ICEI-PUC-Minas-PPLES-TI,plf-es-2021-2-ti3-6654100-tis-3,Java,CC-BY-4.0,NA,FALSE,FALSE,FALSE
pymeasure,python-lab-automation-landscape,Python,CC-BY-4.0,v0.9,FALSE,FALSE,FALSE
brentp,somalier,Nim,MIT,v0.2.15,FALSE,FALSE,FALSE
seanpm2001,DIFFicult,D,GPL-3.0,NA,FALSE,FALSE,FALSE
yuma-ando,emmregextract,R,NA,v1.0.0,FALSE,FALSE,FALSE
nishad,omeka-s-wikidata,JavaScript,GPL-3.0,v1.4.0,FALSE,FALSE,FALSE
OpenFreeEnergy,ExampleNotebooks,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
PSL-Chartes-HTR-Students,HN2021-OCR-Poesie-Corse,NA,NA,1.0,FALSE,FALSE,FALSE
johnnv1,CCAgT-utils,Python,Apache-2.0,v0.2.1-alpha,FALSE,FALSE,FALSE
moliushang,labelme,Python,NA,v5.0.1,FALSE,FALSE,FALSE
less-lab-uva,DFV-Artifact,Python,MIT,NA,FALSE,FALSE,FALSE
CamelClarkson,Morphed-Face-Detector,NA,MIT,v1.0.0,FALSE,FALSE,FALSE
kit-data-manager,testbed4inf,Dockerfile,Apache-2.0,NA,FALSE,FALSE,FALSE
spcl,rFaaS,C++,BSD-3-Clause,NA,FALSE,FALSE,FALSE
plyush1993,OUKS,R,GPL-3.0,v1.9,FALSE,FALSE,FALSE
perlreview,returnvalue,Perl,NA,release-0.903,FALSE,FALSE,FALSE
xenon-middleware,xenon-grpc,Java,Apache-2.0,xenon-1.2.2,FALSE,FALSE,TRUE
solarchemist,photoec,R,NA,NA,FALSE,FALSE,FALSE
GerrFrog,TraderBot,C++,NA,NA,FALSE,FALSE,FALSE
frontierkodiak,mmdet-experimental,Python,MIT,NA,FALSE,FALSE,FALSE
fabiankal,woco,R,NA,NA,FALSE,FALSE,FALSE
mala-project,mala,Python,NA,v0.2.0,FALSE,FALSE,FALSE
MattiaDif,model-based-spike-detection,MATLAB,MIT,v0.1,FALSE,FALSE,FALSE
zeroknowledgediscovery,ZCoR-IPF,NA,GPL-3.0,v0.0.22,FALSE,FALSE,FALSE
ictorg,ipa-template,TeX,AGPL-3.0,NA,FALSE,FALSE,FALSE
SSDataLab,vetting,Python,MIT,v0.1.9,FALSE,FALSE,FALSE
ulelab,cv_coverage,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
yuvrajselvam,model-pitfalls-dl,NA,NA,NA,FALSE,FALSE,FALSE
HTR-United,tapuscorpus,NA,CC-BY-4.0,v1-0,FALSE,FALSE,FALSE
gkanogiannis,BioInfoJava-Utils,Java,GPL-3.0,v1.0.0,FALSE,FALSE,FALSE
seabove7,CaribbeanSST,HTML,MIT,v2.0,FALSE,FALSE,FALSE
tumaer,ALPACA,C++,NA,first_release,FALSE,FALSE,FALSE
bali-ibrahim,sorter-comparison,Rust,Apache-2.0,v0.0.3,FALSE,FALSE,FALSE
wkentaro,labelme,Python,NA,v5.0.1,FALSE,FALSE,FALSE
modelset,modelset-dataset,Java,NA,v0.9.2,FALSE,FALSE,FALSE
INET-Complexity,ESL,C++,Apache-2.0,windows0,FALSE,FALSE,FALSE
seanpm2001,SNU_BrowserNose,HTML,GPL-3.0,M3V7_PreAlpha1.0B,FALSE,FALSE,FALSE
KnowledgeCaptureAndDiscovery,somef,Jupyter Notebook,MIT,v0.3.0,FALSE,FALSE,FALSE
fotobiolab-unb,pyduino-parallel,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
obsei,obsei,Python,NA,v0.0.11,FALSE,FALSE,FALSE
brains-on-code,CodersMUSE,Python,MIT,v0.1.1,FALSE,FALSE,FALSE
CLOSER-Cohorts,archivist,Ruby,MIT,v10.2.4-beta,FALSE,FALSE,FALSE
kakaobrain,minDALL-E,Python,NA,NA,FALSE,FALSE,FALSE
alexeyev,glyphnet-pytorch,Python,MIT,NA,FALSE,FALSE,FALSE
IyatomiLab,CE-CLCNN,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
WU-BIMAC,NBOMicroscopyMetadataSpecs,NA,NA,v02.01,FALSE,FALSE,FALSE
seanpm2001,SeansLifeArchive_Images_TinyTower,Eiffel,GPL-3.0,M5V1.0.1B,FALSE,FALSE,FALSE
UNSW-codeRs,geospatial-data-in-R,HTML,NA,v1.0,FALSE,FALSE,FALSE
biavillasboas,BroadbandSpectrum,Jupyter Notebook,NA,v0.1,FALSE,FALSE,TRUE
aphalo,photobiologyInOut,HTML,NA,NA,FALSE,FALSE,FALSE
int-brain-lab,ibllib,Python,MIT,2.10.6,FALSE,FALSE,FALSE
PabRod,daylight-charts,R,MIT,v1.0,FALSE,FALSE,FALSE
exciting,BRIXS,Fortran,GPL-3.0,NA,FALSE,FALSE,FALSE
ucl-tbr-group-project,sampling,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
cpp-lln-lab,CPP_SPM,MATLAB,GPL-3.0,v1.1.4,FALSE,FALSE,FALSE
bci4cpl,Tinnitus-like-hallucinations-in-an-entropy-maximization-recurrent-neural-network,MATLAB,MIT,NA,FALSE,FALSE,FALSE
hartmast,zuhause,HTML,NA,NA,FALSE,FALSE,FALSE
CAMgalaxy,CAMgalaxy.github.io,JavaScript,MIT,NA,FALSE,FALSE,FALSE
estevaofuzaro98,inSANE_HAPEX,MATLAB,MIT,NA,FALSE,FALSE,FALSE
iPriest001,my_mmdetection_v218,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
oswaldogressani,mixcurelps,R,NA,v1.1.1,FALSE,FALSE,FALSE
CBIIT,NCI-DOE-Collab-Pilot3-SYNDATA,Python,BSD-3-Clause,NA,FALSE,FALSE,FALSE
mad-lab-fau,cft-analysis,Jupyter Notebook,MIT,1.0.0,FALSE,FALSE,FALSE
FrederikSchibelfeldt,So_CSHARP2,C#,NA,NA,FALSE,FALSE,FALSE
muhamza,Jalebi-Compiler,C,NA,NA,FALSE,FALSE,FALSE
mpi4py,mpi4py,Python,BSD-2-Clause,3.1.3,FALSE,FALSE,FALSE
ElenaChernaya,Task_32_1_JSON,C++,NA,NA,FALSE,FALSE,FALSE
vishwas1984,LaplaceInterpolation.jl,Jupyter Notebook,GPL-2.0,v0.1.2,FALSE,FALSE,FALSE
cau-se,titan-ccp-sensor-management,Java,Apache-2.0,NA,FALSE,FALSE,FALSE
davidycliao,erdp,PostScript,NA,NA,FALSE,FALSE,FALSE
th-koeln-intia,intia-prod,HTML,NA,NA,FALSE,FALSE,FALSE
archspec,archspec,Python,NA,v0.1.3,FALSE,FALSE,FALSE
daviddiazvico,scikit-datasets,Python,MIT,v0.2.0,FALSE,FALSE,FALSE
crguezl,learning-vue-geting-started-guide,HTML,NA,v1.0.0,FALSE,FALSE,FALSE
mocnik-science,osm-python-tools,Python,GPL-3.0,v0.3.4,FALSE,FALSE,FALSE
unsubshafiq,autoencoder-transferlearning,Jupyter Notebook,NA,v1.0,FALSE,FALSE,FALSE
MAILAB-Yonsei,capsule_endoscopy_detection,Python,NA,NA,FALSE,FALSE,FALSE
akprasadan,Active-Local-Learning-with-Lipschitz-Functions,Python,NA,NA,FALSE,FALSE,FALSE
fortran-gaming,blocktran,Fortran,Apache-2.0,v1.6.0,TRUE,FALSE,FALSE
kconnour,PyUVS,Python,BSD-3-Clause,NA,FALSE,FALSE,FALSE
Lucas-Nieto,Laboratorio_Fisica_Moderna,Python,MIT,v1.0.0,FALSE,FALSE,FALSE
loreabad6,KaikouraDammedLakes_public,R,MIT,NA,FALSE,FALSE,FALSE
Zacthepotato,OHIF_ORTHANC,JavaScript,MIT,NA,FALSE,FALSE,FALSE
SoaringChicken,tensorflow-tensorflow,C++,Apache-2.0,v2.8.0,FALSE,FALSE,TRUE
ubc-library-rbsc,gillis-2021,HTML,MIT,NA,FALSE,FALSE,FALSE
The-Academic-Observatory,academic-observatory-workflows,Python,Apache-2.0,2022.03.0,FALSE,FALSE,TRUE
eeveetza,p1812,MATLAB,NA,v5.4,FALSE,FALSE,FALSE
techiaith,corpws-CC0,NA,CC0-1.0,v21.10,FALSE,FALSE,FALSE
consortium-cosme2,.github,NA,NA,NA,FALSE,FALSE,FALSE
Tech-Instituto-REDI,Inep_Censo_2020,HTML,MIT,NA,FALSE,FALSE,FALSE
yangzilongdmgy,merge_monster_3d,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
seanpm2001,SeansLifeArchive_Images_ThePlayForge_Tree-World,Elm,GPL-3.0,M5V1.0B,FALSE,FALSE,FALSE
karthikgvb,BTP_whittle,NA,NA,NA,FALSE,FALSE,FALSE
iandinwoodie,pdbs-data,Python,AGPL-3.0,v1.0.0,FALSE,FALSE,FALSE
casus,mala,Python,NA,v0.2.0,FALSE,FALSE,FALSE
jcox22,EC_GAN_Files,Jupyter Notebook,NA,0.1.0,FALSE,FALSE,FALSE
maurosilber,SMO,Jupyter Notebook,MIT,2.0.0,FALSE,FALSE,FALSE
weiqingtangx,coinocr,Python,Apache-2.0,v0.4.1,FALSE,FALSE,FALSE
hykilpikonna,CSC110-Project,Python,MIT,NA,FALSE,FALSE,FALSE
amusecode,amuse,AMPL,Apache-2.0,v2022.3.0,FALSE,FALSE,TRUE
amacaluso,Quantum-Single-Layer-Perceptron,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
iandol,opticka,MATLAB,NA,v1.010,FALSE,FALSE,FALSE
wehr-lab,autopilot,Python,MPL-2.0,v0.4.4,FALSE,FALSE,FALSE
learningmatter-mit,uvvisml,Jupyter Notebook,MIT,v0.0.2,FALSE,FALSE,FALSE
denred0,human_pose_estimation,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
sparsh-ai,recohut,Jupyter Notebook,Apache-2.0,v0.0.13,FALSE,FALSE,FALSE
alkaline-ml,pmdarima,Python,MIT,v1.8.5,FALSE,FALSE,FALSE
MeSayan,MultiLingualQA,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
schuurman-group,graci,Fortran,LGPL-2.1,NA,FALSE,FALSE,FALSE
bkahlert,libguestfs,Shell,MIT,v1.2.1,FALSE,FALSE,FALSE
seanpm2001,SeansLifeArchive_Extras_Wikipedia,Wikitext,NA,M5V1.0,FALSE,FALSE,FALSE
NordicESMhub,noresm-bench,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
fushwLZU,tensorflow_motify,C++,Apache-2.0,NA,FALSE,FALSE,TRUE
kausalflow,kirsche,HTML,MIT,0.2.7,FALSE,FALSE,FALSE
ardimasp,owcsimpy,Jupyter Notebook,MIT,0.0.1,FALSE,FALSE,FALSE
algo7,R_Corporate_Finance_Stock_Analysis,R,GPL-3.0,1.0.0,FALSE,FALSE,FALSE
dsrhaslab,paio,C++,NA,NA,FALSE,FALSE,FALSE
mhucka,zowie,Python,NA,v1.2.0,TRUE,FALSE,FALSE
GustasG,TmLox,C#,MIT,NA,FALSE,FALSE,FALSE
jasontilley,octapy,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
inetrg,ipsn-2022-lwm2mc2c,C,NA,NA,FALSE,FALSE,FALSE
ICG14,CiliaryMuscle_FCNSegmentation_OBCproject,NA,NA,NA,FALSE,FALSE,FALSE
r05323028,eyes,Python,MIT,v0.1.0-alpha.4,FALSE,FALSE,FALSE
railtoolkit,edugame-railway-operation,TeX,NA,v0.7.2,FALSE,FALSE,FALSE
docuracy,Locolligo,JavaScript,NA,v0.1.3-alpha,FALSE,FALSE,FALSE
sayannag,Lypunov-Exponent-and-Correlation-Dimension,Python,MIT,NA,FALSE,FALSE,FALSE
tbrown122387,pfexamplesinr,C++,NA,v1.0.0,FALSE,FALSE,FALSE
dieghernan,rasterpic,R,NA,v0.2.0,TRUE,FALSE,FALSE
phtephanx,structsiren,Python,NA,NA,FALSE,FALSE,FALSE
ropensci,git2rdata,R,GPL-3.0,v0.4.0,TRUE,FALSE,TRUE
OgnyanSimeonov,Humans-vs-Zombies-Modeling,Python,NA,NA,FALSE,FALSE,FALSE
google-research,dex-lang,Haskell,BSD-3-Clause,NA,FALSE,FALSE,FALSE
santosmota,DSCdq_COMPEL2021,MATLAB,GPL-3.0,v0.2.0,FALSE,FALSE,FALSE
shenyi0220,mmdetection,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
agl-c,deid2_dpsyn,Python,MIT,NA,FALSE,FALSE,FALSE
Grigory-Kulagin,transformers_research,Python,NA,NA,FALSE,FALSE,FALSE
bmxitalia,LTNtorch,Python,MIT,v1.0.0,FALSE,FALSE,FALSE
khangnguyenhuu,vietnamese_kie_system,Python,NA,NA,FALSE,FALSE,FALSE
julsraemy,linked_art_shape_library,NA,MIT,V0.1,FALSE,FALSE,FALSE
briandfoy,yaml-module-test,Perl,NA,NA,FALSE,FALSE,FALSE
Betristor,Adaptive-clustering-for-ESOM,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
vladimirvig,ngs-ig,Shell,GPL-3.0,NA,FALSE,FALSE,FALSE
jdavies-st,trytemplate,Python,BSD-3-Clause,NA,FALSE,FALSE,FALSE
Vertexwahn,FlatlandRT,C++,Apache-2.0,NA,FALSE,FALSE,FALSE
FAIRplus,fairplus-sdf,Groovy,MIT,NA,FALSE,FALSE,FALSE
erdogant,pypiplot,Python,NA,2.0.1,FALSE,FALSE,FALSE
bgonzalezbustamante,demo-regularisation,R,CC-BY-4.0,v1.2.1,FALSE,FALSE,FALSE
healthinnovation,innovar,R,NA,v.0.1.0,FALSE,FALSE,FALSE
haqueshenas,Visual-Grain-Analyzer,ImageJ Macro,MIT,v.1.0.1,FALSE,FALSE,FALSE
KutukovVitaliy,Less32,C++,NA,NA,FALSE,FALSE,FALSE
amob,amob.github.io,SCSS,BSD-3-Clause,NA,FALSE,FALSE,FALSE
fscutti,pyrate,Python,BSD-3-Clause,0.2.0-alpha,FALSE,FALSE,FALSE
Nanotekton,targeted_search,NA,NA,1.1,FALSE,FALSE,FALSE
ahp-electronics,libahp-gt,CMake,NA,v1.4.9,FALSE,FALSE,FALSE
zeroknowledgediscovery,Cynet,Python,MIT,version.py,FALSE,FALSE,FALSE
mmaniu,awesome-gimp,NA,CC0-1.0,NA,FALSE,FALSE,FALSE
bkuhlmann,versionaire,Ruby,NA,v5.0.0,FALSE,FALSE,FALSE
strakto2,Heatmap-comparison-by-pixel-presence,Jupyter Notebook,Apache-2.0,main,FALSE,FALSE,FALSE
BIOP,tool-ibidi-slide-holder,NA,NA,NA,FALSE,FALSE,FALSE
iPriest001,mmdetection_ui,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
ranyus,FedFS,Python,MIT,NA,FALSE,FALSE,FALSE
ICEI-PUC-Minas-PPLES-TI,plf-es-2021-1-ti1-7946100-03-fake-news-1,JavaScript,CC-BY-4.0,NA,FALSE,FALSE,FALSE
fido-ai,ua-datasets,Python,MIT,v0.0.1,FALSE,FALSE,FALSE
TestUser0x6,thc-hydra,C,NA,v9.2,FALSE,FALSE,FALSE
jianshu-du,cura_me,Python,LGPL-3.0,NA,FALSE,FALSE,FALSE
ideokas,Skripsi,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
kierankyllo,CS280RP,Python,NA,NA,FALSE,FALSE,FALSE
deepmsweb,deepmsweb,Python,NA,NA,FALSE,FALSE,FALSE
PerezHz,NEOs.jl,Jupyter Notebook,NA,v0.1.0,FALSE,FALSE,FALSE
sebastianzwickl,NoCopHH-mod,Python,GPL-3.0,v1.0,FALSE,FALSE,FALSE
JustWhit3,root-framework-installer,Shell,MIT,v1.0.2,FALSE,FALSE,FALSE
RowPJ,qsvm-feature-map-investigation,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
IBM,yaso-tsa,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
salu133445,musegan,Python,MIT,NA,FALSE,FALSE,FALSE
skaloudis,intro-book,MATLAB,NA,NA,FALSE,FALSE,FALSE
maxrmorrison,psola,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
statgen,locuszoom,JavaScript,MIT,v0.14.0,FALSE,FALSE,FALSE
davidsneighbour,hugo-giscus,Shell,MIT,v1.1.1,FALSE,FALSE,FALSE
PSL-Chartes-HTR-Students,TNAH-2021-Expositions_Universelles,TeX,NA,1.0,FALSE,FALSE,FALSE
FoundingTitan,Fire_Mapping_Project,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
shyamal-anadkat,offlinerl,Python,MIT,NA,FALSE,FALSE,FALSE
biaslab,AIDA-app,Julia,NA,NA,FALSE,FALSE,FALSE
gegen07,more-data,Python,BSD-3-Clause,v0.1.1,FALSE,FALSE,FALSE
lootie,Slepians.jl,Julia,NA,v0.1.1,FALSE,FALSE,FALSE
caltechlibrary,template,NA,NA,v1.15.0,TRUE,FALSE,FALSE
igorkartsevich,Home-Work-32-Task-1,C++,NA,NA,FALSE,FALSE,FALSE
koeppl,repair-inplace,C++,NA,NA,FALSE,FALSE,FALSE
ICEI-PUC-Minas-PPLES-TI,plf-es-2021-1-ti1-7924100-Breathe,CSS,CC-BY-4.0,NA,FALSE,FALSE,FALSE
TNO-MPC,encryption_schemes.shamir,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
RangamaniLabUCSD,Mem3DG,C++,MPL-2.0,v0.0.5-alpha1,FALSE,FALSE,FALSE
aouyed,3d-amvs,Python,MIT,NA,FALSE,FALSE,FALSE
xyy313,OpenPrompt,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
shendric,pysiral,Python,GPL-3.0,v0.9.6,FALSE,FALSE,FALSE
seanpm2001,Degoogle-your-life,HTML,NA,2021.10.31,FALSE,FALSE,FALSE
Sydney-Informatics-Hub,Fastq-to-BAM,Shell,GPL-3.0,v2.0,FALSE,FALSE,FALSE
lyriccoder,codevec_public,Python,MIT,NA,FALSE,FALSE,FALSE
letrungthanh,maml,Python,MIT,NA,FALSE,FALSE,FALSE
stack-of-tasks,pinocchio,C++,NA,v2.9.1,FALSE,FALSE,FALSE
Narcooo,MajxMMseg,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
rchak007,deep_learn_udacity,Python,NA,NA,FALSE,FALSE,FALSE
dmijatovic,github-ci-demo,JavaScript,Apache-2.0,v3.1.0,FALSE,FALSE,FALSE
BrackenW3,NLP-Tools-Explosion-SpaCy,Python,MIT,v3.2.2,FALSE,FALSE,FALSE
Antoine-Meloche,PyCommit,Python,GPL-3.0,v0.1.0,FALSE,FALSE,FALSE
future-proof-iot,RIOT-murdock-test,C,NA,NA,FALSE,FALSE,FALSE
ecoli-hit,ASC2022,C++,LGPL-3.0,NA,FALSE,FALSE,FALSE
Adityavyawahare,PICT-DravidianLangTech-ACL2022-NMT,OCaml,NA,NA,FALSE,FALSE,FALSE
seanpm2001,SeansLifeArchive_Images_Clash-of-Clans,Elixir,GPL-3.0,M51.0A,FALSE,FALSE,FALSE
ooominds,ndltenses,Python,MIT,v1.0,FALSE,FALSE,FALSE
DeepRank,iScore,Python,Apache-2.0,v0.2,FALSE,FALSE,TRUE
Wsine,filterfuzz,Python,MIT,v0.1,FALSE,FALSE,FALSE
rdellamonica,S2-gr-mock-catalogue,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
Pinzauti,timing_attack,Python,MIT,v1.0,FALSE,FALSE,FALSE
saw-leipzig,BachLetters,NA,CC-BY-4.0,v2.1.0,FALSE,FALSE,FALSE
sgibb,MALDIquant,R,NA,1.21,TRUE,FALSE,FALSE
jdestefani,MEMTS,R,GPL-3.0,NA,FALSE,FALSE,FALSE
Dahoas,gpt-neox-finetuning,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
aadler,lamW,C++,NA,v2.1.1,FALSE,FALSE,FALSE
d-SEAMS,seams-core,C++,GPL-3.0,v1.0.1,FALSE,FALSE,FALSE
biomechanics-hlrs-gebert,A-FMD-File-to-MeRaDat-Converter,Fortran,MIT,v1.0.0,FALSE,FALSE,FALSE
ryanjsfx2424,ComputationalFluidDynamicNFTs,NA,MIT,NA,FALSE,FALSE,FALSE
AndreasPrein,California-extreme-fire-weather-types,Jupyter Notebook,NA,v1.0,FALSE,FALSE,FALSE
h-cel,hamster,Python,GPL-3.0,v1.2.0,FALSE,FALSE,FALSE
JonasFreireAlcantara,community-detection-research,Python,GPL-3.0,release,FALSE,FALSE,FALSE
puzzlef,pagerank-dynamic-handle-dead-ends,C++,MIT,1.0.0,FALSE,FALSE,FALSE
ddebby,debug_clearml,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
agilescientific,snowfake,Python,Apache-2.0,v0.2.6,FALSE,FALSE,FALSE
extratone,TextExpander,HTML,NA,NA,FALSE,FALSE,FALSE
HanshaLeng,hedy_new,Python,EUPL-1.2,NA,FALSE,FALSE,FALSE
rchadwickholmes,geothermal_ml_pfa,Jupyter Notebook,MIT,v1.0.1-alpha,FALSE,FALSE,FALSE
marekdedic,VU-presentation,TeX,CC-BY-4.0,NA,FALSE,FALSE,FALSE
